,index,SNRin,Method,Parameter,Signal_id,Repetition,QRF
812,812,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,2,-1.3105387523075107
813,813,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,3,-3.2151115875949197
814,814,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,4,-3.0497937555429013
815,815,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,5,-2.028959714622606
816,816,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,6,-0.8577706310592272
817,817,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,7,-2.287887224289351
818,818,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,8,-3.0921757979933417
819,819,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,9,-1.7934024909908626
820,820,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,10,-2.01058018755391
821,821,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,11,-0.8090831125010554
822,822,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,12,-1.3290557039388486
823,823,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,13,-1.5030371455251126
824,824,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,14,-2.483723909107466
825,825,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,15,-2.5550646245520587
826,826,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,16,-2.2600047781676786
827,827,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,17,-1.7031942365140529
828,828,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,18,-2.5490573473065608
829,829,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,19,-0.4436469070813947
830,830,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,20,-2.785455208567722
831,831,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,21,-2.9518310845906113
832,832,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,22,-2.6445733072912656
833,833,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,23,-2.5088669938916404
834,834,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,24,-1.2842315000234579
835,835,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,25,-2.2934161957538577
836,836,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,26,-1.9000124014964825
837,837,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,27,-1.6587629439239322
838,838,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,28,-2.1503703433468764
839,839,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McCrossingChirps,29,-1.2341004245817258
840,840,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,0,-1.9886457946202987
841,841,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,1,-1.0519719692642502
842,842,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,2,-1.1061068193764538
843,843,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,3,-2.2085164412021103
844,844,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,4,-2.3935692020229102
845,845,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,5,-2.988843280894579
846,846,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,6,-1.2270230311592165
847,847,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,7,-2.028001197434766
848,848,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,8,-2.4532492206192718
849,849,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,9,-2.344072067993092
850,850,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,10,-3.0506168517053514
851,851,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,11,-1.3440723709840428
852,852,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,12,-2.3901061289116305
853,853,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,13,-2.1624395260235465
854,854,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,14,-2.527757984373017
855,855,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,15,-1.6481542041165607
856,856,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,16,-1.7042454946078096
857,857,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,17,-1.3793457559582176
858,858,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,18,-2.63785274213939
859,859,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,19,-1.384927769351292
860,860,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,20,-2.550777880098398
861,861,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,21,-3.0175606979870304
862,862,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,22,-1.9510174784352237
863,863,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,23,-2.8578117927034254
864,864,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,24,-2.122310223822587
865,865,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,25,-2.6055477113795487
866,866,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,26,-2.391700890615989
867,867,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,27,-2.121277990065896
868,868,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,28,-1.505191745518908
869,869,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McDampedCos,29,-1.2508183827189487
870,870,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,0,-2.5932450200943813
871,871,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,1,-2.7234725578869057
872,872,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,2,-2.033875749286979
873,873,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,3,-3.18432616645452
874,874,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,4,-3.5233828460870753
875,875,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,5,-2.485873219071378
876,876,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,6,-1.9044872648023574
877,877,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,7,-3.902427450853898
878,878,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,8,-2.103942906171787
879,879,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,9,-2.9918064675133653
880,880,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,10,-2.532047065379293
881,881,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,11,-2.819783092891121
882,882,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,12,-2.396747809171485
883,883,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,13,-2.1665991848139345
884,884,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,14,-2.965167801453762
885,885,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,15,-2.430614833993791
886,886,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,16,-2.141380088374115
887,887,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,17,-2.508091558073044
888,888,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,18,-2.663004812074268
889,889,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,19,-1.2985434522930794
890,890,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,20,-2.9462456750420647
891,891,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,21,-3.0831892655560877
892,892,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,22,-3.272095845054028
893,893,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,23,-2.6479099204075025
894,894,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,24,-1.7109395123380855
895,895,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,25,-2.7122097473349993
896,896,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,26,-2.289526239591323
897,897,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,27,-1.3829472752236978
898,898,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,28,-1.7520636792021038
899,899,-10,delaunay_triangulation,"{'LB': 1.45, 'grouping': True}",McSyntheticMixture5,29,-1.764187884681061
900,900,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,0,-0.5323720295097628
901,901,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,1,-0.19336314698790155
902,902,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,2,-0.42413375230711226
903,903,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,3,-1.0383875370346047
904,904,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,4,-0.7548213770864762
905,905,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,5,-0.5275795007040187
906,906,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,6,-0.3539575957524527
907,907,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,7,-0.23416658670135646
908,908,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,8,0.5806701307401636
909,909,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,9,-0.9134456576842609
910,910,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,10,-0.2473020123855867
911,911,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,11,-0.6283388087739663
912,912,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,12,-0.5159519068627888
913,913,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,13,-0.26358007665302224
914,914,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,14,-0.6817520282308331
915,915,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,15,-0.5012629914753819
916,916,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,16,-0.8290516700154482
917,917,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,17,-0.462913908988715
918,918,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,18,-0.6280477982795278
919,919,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,19,-0.21379525420299478
920,920,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,20,0.2647974150467925
921,921,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,21,-0.407822156504088
922,922,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,22,-0.9684911621906462
923,923,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,23,-0.34723066026797333
924,924,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,24,-1.279885161890593
925,925,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,25,-0.9296094198845627
926,926,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,26,-0.8789075370592082
927,927,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,27,-1.164835705123583
928,928,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,28,-1.246154964167831
929,929,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McCrossingChirps,29,-0.0795312693826592
930,930,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,0,-0.6599536530247556
931,931,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,1,0.09081246811554294
932,932,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,2,-1.2739806782222687
933,933,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,3,-0.2511785121498792
934,934,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,4,-1.1093609120660393
935,935,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,5,-0.4509053680303873
936,936,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,6,-0.5838581040015711
937,937,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,7,-0.10460256137765496
938,938,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,8,-0.9036515115001063
939,939,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,9,-1.067530816710175
940,940,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,10,-0.6313066608875382
941,941,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,11,-0.2630281025732303
942,942,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,12,-0.3378265878978949
943,943,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,13,-0.2756555901984857
944,944,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,14,-0.9314652067947202
945,945,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,15,-0.6481079780199817
946,946,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,16,-0.7969735443504113
947,947,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,17,0.22121602194683554
948,948,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,18,-0.6898565936611377
949,949,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,19,-0.06542888280483855
950,950,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,20,-0.7224517529677839
951,951,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,21,-0.7256101052945918
952,952,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,22,-0.7243221035856653
953,953,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,23,-0.6437456754035944
954,954,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,24,-0.9746132270303649
955,955,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,25,-0.616064943728965
956,956,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,26,-0.7775338059941852
957,957,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,27,-0.07568051933192263
958,958,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,28,-0.41313587267855467
959,959,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McDampedCos,29,-0.543406687125108
960,960,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,0,-0.2886906836242146
961,961,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,1,-0.4247753417287811
962,962,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,2,-1.4293371439897142
963,963,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,3,-0.49531769653292457
964,964,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,4,-1.0843687748681248
965,965,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,5,-0.7444593331340753
966,966,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,6,-0.5240225744328422
967,967,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,7,-0.555372043573615
968,968,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,8,-0.6158944609951419
969,969,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,9,-0.7494974262576244
970,970,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,10,0.007662151421605047
971,971,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,11,-0.7063927748159609
972,972,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,12,-0.5058651253709396
973,973,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,13,-0.7288258713823247
974,974,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,14,-0.8566718584651227
975,975,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,15,-1.1686234562993358
976,976,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,16,-0.8330288035230909
977,977,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,17,-0.5120758224832651
978,978,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,18,-0.9093571355181771
979,979,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,19,-0.0977979452017906
980,980,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,20,-0.5165151295138194
981,981,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,21,-0.29193342180451615
982,982,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,22,-0.8493829590554418
983,983,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,23,-0.5029469191167288
984,984,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,24,-1.171099283566893
985,985,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,25,-0.9499490687856351
986,986,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,26,-0.8978344004133064
987,987,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,27,-1.0268450431048242
988,988,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,28,-0.6909339470112428
989,989,-10,delaunay_triangulation,"{'LB': 1.75, 'grouping': True}",McSyntheticMixture5,29,-0.6055059821358197
990,990,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,0,-6.136232373229885
991,991,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,1,-6.24264551889131
992,992,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,2,-6.592779209501899
993,993,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,3,-6.271729951517493
994,994,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,4,-5.912660017920189
995,995,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,5,-6.239497992129378
996,996,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,6,-6.06847187716744
997,997,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,7,-5.8767913615141385
998,998,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,8,-5.991897407279527
999,999,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,9,-6.107269776092988
1000,1000,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,10,-6.677362333889527
1001,1001,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,11,-5.960673740144826
1002,1002,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,12,-6.226178254103829
1003,1003,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,13,-6.336848608349335
1004,1004,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,14,-5.606941859350388
1005,1005,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,15,-6.21586478737428
1006,1006,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,16,-6.325246107816697
1007,1007,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,17,-6.589145024023075
1008,1008,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,18,-6.258208550816052
1009,1009,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,19,-6.423430863644478
1010,1010,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,20,-5.929709466891061
1011,1011,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,21,-6.5030447865743035
1012,1012,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,22,-6.607602726684254
1013,1013,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,23,-6.155199597358397
1014,1014,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,24,-6.90476879729363
1015,1015,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,25,-6.429148924653728
1016,1016,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,26,-5.909519556281263
1017,1017,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,27,-6.1821028075762
1018,1018,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,28,-6.2953210699008375
1019,1019,-10,em_method,"(([], [], [], [], [], []), {})",McCrossingChirps,29,-6.246239382371403
1020,1020,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,0,-6.101569264519458
1021,1021,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,1,-6.3344562084097085
1022,1022,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,2,-6.643013238764941
1023,1023,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,3,-6.129601176452921
1024,1024,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,4,-6.2117813723942366
1025,1025,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,5,-6.561250331783581
1026,1026,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,6,-6.318022275576451
1027,1027,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,7,-6.439114299395101
1028,1028,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,8,-6.197495425092988
1029,1029,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,9,-6.601730468519985
1030,1030,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,10,-6.750662709468664
1031,1031,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,11,-6.1767107205504175
1032,1032,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,12,-6.437261685190359
1033,1033,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,13,-6.982925645007017
1034,1034,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,14,-6.597427159879468
1035,1035,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,15,-6.074195005974904
1036,1036,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,16,-6.63095435510109
1037,1037,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,17,-6.439770691232863
1038,1038,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,18,-6.787620922388898
1039,1039,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,19,-6.334298219170172
1040,1040,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,20,-6.219417245845986
1041,1041,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,21,-6.246916366193609
1042,1042,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,22,-6.697776458239813
1043,1043,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,23,-5.992064155430499
1044,1044,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,24,-6.842653447177076
1045,1045,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,25,-6.760962767046307
1046,1046,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,26,-6.2733029424592885
1047,1047,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,27,-6.084520690402177
1048,1048,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,28,-6.327286206207988
1049,1049,-10,em_method,"(([], [], [], [], [], []), {})",McDampedCos,29,-6.148198443859263
1050,1050,-10,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,0,-7.671726601861717
1051,1051,-10,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,1,-7.477255231595271
1052,1052,-10,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,2,-7.61161044963022
1053,1053,-10,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,3,-7.632663523406228
1054,1054,-10,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,4,-7.235627305815821
1055,1055,-10,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,5,-7.535370103777988
1056,1056,-10,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,6,-7.657101780260698
1057,1057,-10,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,7,-7.092411629934211
1058,1058,-10,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,8,-7.665873942346306
1059,1059,-10,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,9,-7.3977975971491015
1060,1060,-10,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,10,-7.69607573964614
1061,1061,-10,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,11,-7.831562119438791
1062,1062,-10,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,12,-7.607066195217323
1063,1063,-10,em_method,"(([], [], [], [], [], []), {})",McSyntheticMixture5,13,-7.407871692576236
